,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,audience,audience:confidence,bias,bias:confidence,message,message:confidence,orig__golden,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text,Name,Last Name,Party
3426,766195912,False,finalized,1,8/5/15 4:45,national,1.0,neutral,1.0,personal,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/753706534704267"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/753706534704267"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_753706534704267,From: Paul Gosar (Representative from Arizona),,facebook,"Today, my former Press Intern, Lilia Dashevsky, gave her senior speech at Phoenix Country Day. Lilia is an extremely accomplished young woman with a bright future ahead of her. It is comforting to know that we have brilliant young people, like Lilia, who are actively engaged in building a better future for all Arizonans. I am very proud of her.",Paul Gosar,Gosar,R
3427,766195913,False,finalized,1,8/5/15 4:39,national,1.0,partisan,1.0,attack,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/752652711476316"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/752652711476316"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_752652711476316,From: Paul Gosar (Representative from Arizona),,facebook,"Today I spoke at a press conference with my colleagues including Congressman Steve Daines and Senator Ted Cruz opposing the creation of an internet sales tax.   As a former small business owner, I know that entrepreneurs face many challenges that threaten their success. An online sales tax punishes retailers for not having a physical presence in all 50 states and is bad for small businesses and bad for growing a 21st century economy. I have a position of no new taxes. Period. I will continue to fight misguided legislation that imposes new taxes and burdens on hard-working American families. Click the link below to read my press release from the event.",Paul Gosar,Gosar,R
3428,766195914,False,finalized,1,8/5/15 5:28,national,1.0,neutral,1.0,policy,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/686059654802289"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/686059654802289"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_686059654802289,From: Paul Gosar (Representative from Arizona),,facebook,"This weeks #WasteWednesday:   From the Washington Times, ""Earlier this month, the Government Accountability Office (GAO) testified before Congress that federal agencies made more than $100 billion in improper payments last year. To put that number in perspective, $100 billion is more than the combined total budgets of the Coast Guard, U.S. Immigration and Customs Enforcement agency, Border Patrol, Secret Service and the Federal Emergency Management Agency ÛÓ a lot more.""  Click the link below to read more: http://m.washingtontimes.com/news/2014/jul/18/chougule-unfathomable-billions-in-government-waste/",Paul Gosar,Gosar,R
3429,766195915,False,finalized,1,8/5/15 5:42,national,1.0,neutral,1.0,support,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/639449106130011"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/639449106130011"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_639449106130011,From: Paul Gosar (Representative from Arizona),,facebook,"My thoughts and prayers are with the family and friends of Stan Turley, former Speaker of the Arizona House and President of the Arizona Senate, who passed away recently. He was a great man, a true statesman, and served our great state honorably.",Paul Gosar,Gosar,R
3430,766195916,False,finalized,1,8/5/15 6:16,national,1.0,partisan,1.0,policy,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/599880043420251"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/599880043420251"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_599880043420251,From: Paul Gosar (Representative from Arizona),,facebook,"Tune in to Fox News tomorrow morning at 6:20AM (AZ) to watch me discuss a new bill I co-sponsored, the SNAP Verify Act of 2014, which would prevent waste and fraud in the Supplemental Nutrition Assistance Program (SNAP).",Paul Gosar,Gosar,R
3431,766195917,False,finalized,1,8/5/15 5:47,national,1.0,partisan,1.0,policy,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/496441170430806"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/496441170430806"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_496441170430806,From: Paul Gosar (Representative from Arizona),,facebook,"Today, I voted to delay implementation of Obamacare with the intention that in the next year we will scrap the worst law Congress has passed since Prohibition. This law represents the single largest peace-time tax increase on an already over-taxed American public. Obamacare destroys the relationship patients have with their doctors and puts bureaucrats in the middle. The impact of this law has cost workers their jobs, raised policy premiums and limited health options.  President Obama already admitted that his law was unworkable. Democrats have admitted it is a ÛÏtrain wreckÛ ÛÒ a phrase that insults train wrecks. Employers and labor unions agreed this law is misguided.  As this train wreck plows full steam ahead toward the American people, I will make every effort to save my constituents from this disaster. TodayÛªs vote is a part of that effort.",Paul Gosar,Gosar,R
3432,766195918,False,finalized,1,8/5/15 5:22,constituency,1.0,partisan,1.0,information,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/487887174619539"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/487887174619539"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_487887174619539,From: Paul Gosar (Representative from Arizona),,facebook,Help raise the alarm on government abuse and overreach July 1st in Prescott at a Congressional Field Hearing.,Paul Gosar,Gosar,R
3433,766195919,False,finalized,1,8/5/15 6:08,national,1.0,neutral,1.0,policy,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/483476738393916"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/483476738393916"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_483476738393916,From: Paul Gosar (Representative from Arizona),,facebook,"I will hold a business roundtable in Jerome on Friday, June 21st. 
 
 I hope you can join me at this event to discuss tax and regulatory reform, Obamacare and other issues facing businesses.",Paul Gosar,Gosar,R
3434,766195920,False,finalized,1,8/5/15 5:22,national,1.0,neutral,1.0,personal,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/479069742167949"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/479069742167949"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_479069742167949,From: Paul Gosar (Representative from Arizona),,facebook,I recently launched my Wildfire Prevention webpage on my House website.  On the site you can follow the latest wildfire stories from Arizona and learn about my Catastrophic Wildfire Prevention Act of 2013.,Paul Gosar,Gosar,R
3435,766195921,False,finalized,1,8/5/15 6:07,constituency,1.0,neutral,1.0,constituency,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/461093507298906"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/461093507298906"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_461093507298906,From: Paul Gosar (Representative from Arizona),,facebook,"With 40 employers in attendance, I hope to see you at the career fair I am hosting with Goodwill of Central Arizona .   Thursday, May 2nd 10am - 2pm",Paul Gosar,Gosar,R
3436,766195922,False,finalized,1,8/5/15 4:58,constituency,1.0,neutral,1.0,constituency,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/452116578196599"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/452116578196599"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_452116578196599,From: Paul Gosar (Representative from Arizona),,facebook,Thank you to all of the volunteers who participated in my Adopt-a-Highway cleanup event this past weekend in Chino Valley.,Paul Gosar,Gosar,R
3437,766195923,False,finalized,1,8/5/15 5:44,national,1.0,neutral,1.0,policy,1.0,,,,G000565,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/104329699641957/posts/602851313077110"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/104329699641957/posts/602851313077110"">Post</a> by <a href=""https://www.facebook.com/104329699641957"">Rep. Paul Gosar</a>.</div></div></br>",104329699641957_602851313077110,From: Paul Gosar (Representative from Arizona),,facebook,Do you believe those in Congress should compromise their principles or work together on areas where they find common ground?,Paul Gosar,Gosar,R
3438,766195924,False,finalized,1,8/5/15 5:50,national,1.0,neutral,1.0,policy,1.0,,,,G000566,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/143059759084016/posts/842603039129681"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/143059759084016/posts/842603039129681"">Post</a> by <a href=""https://www.facebook.com/143059759084016"">Trey Gowdy</a>.</div></div></br>",143059759084016_842603039129681,From: Trey Gowdy (Representative from South Carolina),,facebook,Happening TODAY. Watch Oversight Hearing live at 9:30 am ET:,Trey Gowdy,Gowdy,R
